评论时间,姓名,点赞数,评论内容
2020-02-21,湫ran,3,"你们可能不知道在家用钉钉上网课是什么概念
我们一般只会用两个字来形容这种人：学怪！

我经常说一句话，当年他小学生作文写未来在家上课，我今天0202年实现一波不是问题。
打他一个卡，这个作业不能交，这个作业不用交，交了就死定了。
反手给一个一星好评，闷声发大财。他还使劲推广？但是不用怕，他的推广赢不了五星。
打卡，网课，作业，作息，直播，很牛逼这波操作，如果把这个直播平台换成虎牙，我这把火箭将绝杀，但是换不得。
单走一个课程表，傻～逼，直接把课程表送走了。  
打他一个卡顶他。钉钉快点，钉钉，钉钉你评分让我们打成渣了都不来吗？钉钉你快点下架啊！钉钉别磨磨蹭蹭的。

给钉钉发份作业好吧，钉钉给你发一份五年高考三年模拟。

给钉钉发一份五三模拟！开始你的直播秀，刷赞刷赞。漂亮！

你一个老师靠钉钉能抓到我刷b站？你能抓到我？！你今天能人赃并获抓到我！当！场！就让你把这个电脑屏幕给吃掉！！！

（一脸懵逼+生无可恋脸）

欸我刚才好像是说让你吃掉吧	"
2020-02-24,h煞神,1,[热词系列_知识增加][热词系列_可以][热词系列_知识增加][热词系列_不愧是你]	
2020-02-23,蓝文昊为什么有人用了,0,"★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
闹，五星一次付清[doge]	"
2020-02-23,一只辣子友,0,你有是鬼畜top1，你不反思一下吗[doge][doge][妙啊]	
2020-02-23,GZ丶cafe,0,呵呵	
2020-02-23,空空6666,0,害怕	
2020-02-22,活力蛋糕,1,这小可爱长得挺东西的	
2020-02-22,天亦然-,1,钉钉，好可爱啊[喜欢]	
2020-02-22,不愧是小庞,1,钉钉现在入驻音乐区了？？？哈哈哈哈哈哈哈可可爱爱	
2020-02-22,Shina_Mashiro,0,阿里现在还招公关吗？我的策划案比这好	
2020-02-22,羊兔桑,0,别钉啦！！！你是蚊子吗！！！！！！！	
2020-02-22,一只小空灵枭,1,这令人窒息的声音	
2020-02-22,君桃233,0,[热词系列_知识增加]	
2020-02-22,我就蹭蹭而已,0,"[热词系列_知识增加]
(つ  と)
 ∪ω∪	"
2020-02-22,原来这里面的名字可以取这么长,2,离职后就不行了。钉钉的目标用户不是员工，而是老板们，因为老板们才有权决定使用哪个办公软件。钉钉声称离职后保存打卡记录3个月，但是有法院传单都不肯给你导出，这么做就是为了保护老板的利益。可以说是非常的恶心了。（复制粘贴）	
2020-02-21,bili_169290294,2,所有女生！薇薇 康康 妍妍 琳琳 雨雨 暖暖 星星 熙熙 夏夏 梦梦 倩倩 娇娇 茹茹 琪琪 月月 鹤鹤 邈邈 离离 恩恩 乔乔 齐齐 水水 羽羽 湘湘 张张 幸幸  苏苏 茶茶 雨雨 鱼鱼 岑岑 木木 进进 烟烟 德德 圆圆 绯绯 瑶瑶 想想  婷婷 宸宸 龙龙 思思 静静 糖糖 羡羡 娴娴 柔柔 醒醒 彦彦 艳艳 燕燕 欢欢 柏柏 百百 莺莺 欣欣 雪雪 露露 清清 媛媛 涵涵 彤彤 敏敏 依依 悦悦 恬恬 思思 嘉嘉 朵朵 珂珂 晨晨 晶晶 诗诗 华华 雯雯 莹莹 颖颖 瑜瑜 洁洁 佳佳 全全 幼幼 姗姗 晴晴 然然 玉玉 丽丽 乐乐 萌萌 冉冉 甜甜 妮妮 秋秋 杰杰 霞霞 光光 慧慧 莉莉 晰晰 熙熙 希希 曦曦 兮兮 西西 溪溪 芳芳 丹丹 巧巧 可可 萱萱 青青 晴晴 情情 环环 圆圆 盼盼 蕾蕾 洁洁 淼淼 森森 妙妙 兰兰 蓝蓝 珊珊 蕊蕊 睿睿 妥妥 冰冰 岩岩 燕燕 玲玲 灵灵 娟娟 阳阳 洋洋 迪迪 茜茜 心心 菁菁 婧婧 小小 晓晓 一一 萧萧 娜娜 曼曼 蔓蔓 宇宇 航航 娴娴 爽爽 凡凡 帆帆 豆豆 怡怡 翠翠 翼翼 秀秀 沐沐 颜颜 淋淋 霖霖 彬彬 灿灿 宁宁 鑫鑫 馨馨 滢滢 琦琦 棋棋 苗苗 悠悠 莜莜 东东 冬冬 纯纯 瑞瑞 安安 蓉蓉 荣荣 榕榕 容容 庆庆 七七 齐齐 游游 婉婉 皖皖 真真 珍珍 文文 诺诺 念念 霜霜 默默 昔昔 惠惠 玥玥 缘缘 源源 英英 遥遥 姚姚 璠璠 飞飞 菲菲 霏霏 如如 琴琴 秦秦 漪漪 粟粟 芊芊 晗晗 含含 桃桃 楠楠 兴兴 点点 煦煦 旭旭 叙叙 笑笑 意意 明明 酒酒 微微 楚楚 憷憷 越越 谣谣 竟竟 格格 松松 昕昕 桐桐 周周 铭铭 鸣鸣 柠柠 檬檬 岚岚 坑坑 楷楷 榆榆 妤妤 愉愉 萍萍 平平 贝贝 蓓蓓 袁袁 瑗瑗 艺艺 煜煜 钰钰 皮皮 蝶蝶 盈盈 宝宝 扬扬 韵韵 瑄瑄 苏苏 君君 函函 叶叶 柯柯 囡囡 南南 璇璇 春春 奕奕 吉吉 帅帅 香香 湘湘 洋洋 莎莎 城城 程程 橙橙 澄澄 若若 维维 净净 姈姈 儒儒 果果 祥祥 杨杨 迎迎 瑾瑾 言言 艳艳 柒柒 诒诒 博博 姣姣 闪闪 恒恒 亮亮 烨烨 桦桦 楼楼 夕夕 跃跃 嫚嫚 软软 韩韩 娣娣 佩佩 淇淇 旋旋 璐璐 润润 辛辛 幸幸 潇潇 嘟嘟 铃铃 杉杉 泡泡 达达 嫣嫣 烁烁 硕硕 出来看视频	
2020-02-21,阿遥小仙龙,2,影流之钉不远了。顺便说一句，给爷爪巴[阴险][呆]	
2020-02-24,九栀嘤,1,应该给钉钉五星的，社会教育意义特别好，自顶！[打call][打call][打call]	
2020-02-24,德俊牌花生米,1,集美们，举报吧	
2020-02-24,XXela,1,哟，带资本家又来博同情??[阴险]	
2020-02-23,碗里的清河,1,"你好可爱啊！！！
其实怎么说呢，我没用过钉钉，但是为了给你一个全款一次付清的五星好评特地下载了一个钉钉。
不要去管某些人怎么说你，对你的诋毁本身也是一种羡慕。
继续加油吧！	"
2020-02-23,珐外枉徒张三,1,被分期付款逼疯 转行做up主了[doge]	
2020-02-23,天宇天宇y,1,你五岁就管你爸妈，有点意思，五星我给了，可是分的是五次给的[OK][OK]	
2020-02-23,那段情丶殇,1,只要你还有钉钉未来校园计划 你所有的视频我都会踩	
2020-02-22,御陵辞是个呆比,1,上海华师大来了就踹我一脚[妙啊]	
2020-02-22,月と陽,1,顺手点个踩	
2020-02-22,樱花如雨丶,1,等网课结束就给五星！	
2020-02-22,2333323233,1,不会真有人为钉钉喊冤吧[哦呼]	
2020-02-22,萌萌泽村酱0,1,是时候召唤超级飞侠了，一个赞??学习1小时。	
2020-02-22,唐三小坏蛋,1,"还有人为钉钉喊冤，屁股歪上天去了吧？

说破皇帝新衣的是孩子，把 钉钉 打得体无完肤的，终究还得靠孩子。

钉钉这次微博在线道歉，是一次很明显的洗白行为，企图用通过鬼畜视频，俯下身段和自己的学生用户达成一片，目的不在道歉，而在拉拢人心，拉拢潜在客户。

可怕的是，钉钉的这种洗白营销行为，竟然还能登上知乎热搜，数个大V借其所谓的成功营销手段为其洗白呐喊助威。

包括这个问题下的若干回答，把矛头指向被逼营业的孩子和老师，是何居心？

钉钉这种APP，的确是有着广泛的市场需求。

但满徐的是企业的需求，不是你小员工的。

一味跪舔 企业，功能设置上置员工权益不顾，就这还叫冤枉？

屁股坐在那儿？自己都搞不清楚么？

是不是被资本家剥削的已经麻木了，不知道谁是队友谁是敌人了？钉钉侵犯个人隐私吗？

先前已经有答主认真分析过钉钉侵犯隐私权的事情了，这是连小学生都知道的事情，

有人还为钉钉喊冤？

谁都知道学生被迫上课之后怒火难耐，可怒火撒向钉钉，方向没有偏！

因为钉钉是帮手、是走狗，皇帝骂不到，骂骂太监总是可以的吧？

不要说什么技术无罪，王欣的技术退一万步讲，好歹让大家看上了动作电影；

钉钉呢？

资本家希望员工不迟到，所以钉钉有打卡功能；

资本家希望知道员工有没有闲逛，所以钉钉有定位功能；

资本家希望知道运功是否故意看到消息不会，所以钉钉有已读功能。

哪一天资本家想知道员工到底还有多少剩余价值没压榨的时候，

钉钉会不会第一个跳出来给算算？

够多就使劲压榨，没了就滚蛋。

技术犯罪的时候，大家一个也跑不了	"
2020-02-21,Mmuuiplo,1,你再钉我做梦都会想到网课啦[呆][大哭][灵魂出窍]	
2020-02-21,白粥姐姐一直爱你呢,1,你这个逆子，一天到晚钉钉钉！！快去写作业！！！！！！！！！！你为什么不打卡逆子！！！！你今天又没打卡！！！快去打卡啊！！！！[阴险]	
2020-02-21,楊今昨,1,抖腿神曲 收藏了！[鸡腿]	
2020-02-21,瓜皮油皮主,1,鬼畜一时爽，一直鬼畜一直爽，这燕子停不下来了，没救了，疯了[捂脸]	
2020-02-21,就漏网之鱼,1,实不相瞒，我姓丁，别人给我取名钉钉，那天，当老师告诉我们用钉钉来学习，我就蒙了，为什么用我来学习[捂脸]	
2020-02-21,白嫖yes,1,难道我现在就要用上蚊帐吗。。。	
2020-02-21,童颜巨鹿,1,好像看看唱歌的妹子	
2020-02-21,mu木是心橙,1,钉钉的主播素质太差了，我让他跳个舞都不跳，还问我哪个班的，笑死我了。你看亻	
2020-02-21,活在欧洲的鱿鱼,1,师傅 别念了[热词系列_知识增加]	
2020-02-21,医科小天使,1,甩钉钉？GHS ?	
2020-02-21,上官灬天夜,1,两级官方号，活的不如一个高仿	
2020-02-21,我不是墨镜侠,1,逆子，你还敢来？[doge]	
2020-02-21,白夜的星丶,1,去告诉马云吧，你钉钉已经横空出道了！[囧][囧][囧]	
2020-02-21,本物品请勿倒置,1,钉三多是真的越看越可爱[热词系列_可以]	
2020-02-21,茨茨菇,1,蝙蝠说的好啊！[阴险]	
2020-02-21,忘记密码记住我,1,原来钉钉的本体是蝙蝠啊。懂了，一星好评奉上	
2020-02-21,心如止水波荡漾,1,好可爱的蝙蝠！	
2020-02-21,两个字-无敌,1,AV170001。这up推荐了个啥Σ(?д?;)Σ(?д?;)	
2020-02-21,曹三头,1,"五星好评[OK]（滑稽）
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆	"
2020-02-21,知云以朝,1,快，趁着视频还没火，搞它	
2020-02-21,心的影子呢,1,计数君何在？[微笑]	
2020-02-21,小螃蟹Pang_xie,1,蝙蝠惨遭动画化，蝙蝠风评被害[doge][doge][doge][doge][doge][doge][doge][doge][doge][doge][doge][doge][doge][doge][doge][doge][doge][doge][doge]	
2020-02-21,南山初见月,1,[喜欢][抠鼻][抠鼻]小姐姐声音好听，[吃瓜]来个直播五星一次到账	
2020-02-21,火灰恢,1,蝙蝠别再叫了呀。真吓人。[doge]	
2020-02-21,小氿跟紧我,1,不务正业小蝙蝠 还热着！	
2020-02-21,我梦见了伯纳乌,1,为啥还是两级？老实交代是不是从不投币！	
2020-02-21,苏和和和和和和,1,"害怕
[热词系列_知识增加]	"
2020-02-21,4975283,1,u1s1，钉钉官方好可爱啊(′；ω；`)	
2020-02-21,光影の雄起,1,在？钉钉上的主播不行啊，我叫她跳个舞，她问我几班的，差评![doge]	
2020-02-21,段段帅,1,为什么燕子会叮叮？	
2020-02-21,无趣收藏家_,1,？？？你干什么	
2020-02-21,我是紫荆咯,1,官方鬼畜最为致命[小电视_赞]	
2020-02-21,Leihen9420,1,甩丁歌	
2020-02-21,蔴球视频,1,可担心钉子飞出去了[滑稽][滑稽][热词系列_知识增加][热词系列_知识增加]	
2020-02-21,看客心paprika,1,恶魔低语---这蝙蝠成精了！！！[无语]	
2020-02-21,苏西鸭_,1,所以你还是二级号[doge][doge]	
2020-02-21,看到我就催我去学习哈,1,这个蝙蝠还有点巴子可爱	
2020-02-21,林少晔晔晔晔晔晔晔w,1,燕（bian）子（fu），住嘴！(??益?)	
2020-02-21,栖橙,1,初音记得打钱啊[妙啊]	
2020-02-21,LE98,1,你终于放飞自钉了吗	
2020-02-21,LE98,1,你终于放飞自钉了吗	
2020-02-21,疤级大狂风的我,1,"……………………………………………….………/‘ˉˉ?? /)
……………………………………………….….…/ ---?? //
…….....……………….......……………......,/ˉ……../ 
.….....……………….....……………........,/ˉ.……./ 
….....……...………........……………....,/ˉ.……./ 
….....………………..........…………...,/ˉ..……/ 
...………….……............…………...,/ˉ.……./ 
....……………….....…………........,/ˉ..……/ 
.......……………..........………....,/ˉ.……./ 
....………………........…….......,/ˉ..……/ 
...……………….......…….......,/ˉ..……/ 
....…………………..............,/ˉ.……./ 
...………………......….......,/ˉ..……/ 
....……………….............,/ˉ.……./ 
...………………............,/ˉ..……/ 
...…………....……......,/ˉ.……./ 
………………...........,/ˉ.……./ 
.....………………....,/ˉ.……./
...………………....,/ˉ.……./
..………………...,/ˉ……../ 
….………...…..,/ˉ.……./ 
................../...……./ 
............/′ˉ/&#39;.……..&#39;/′ˉˉˉˉ`·? 
........./&#39;/...…/.….../...…./¨ˉˉˉ\ 
........(&#39;(...…′…...′..….. ˉ~/&#39;.…..&#39;)
.........\................………….&#39;...../ 
.......&#39;&#39;...\..........………….…. _.·′ 
............\........…………......( 
..............\.....…………........\	"
2020-02-21,碧鹓苍韵,1,在? 整个歌姬版的[doge][doge]	
2020-02-21,凯特酱在这里,1,看多了觉得钉钉小燕子好可爱！！！	
2020-02-21,土子哥北北北-,1,原来燕子的叫声是这样的！[热词系列_知识增加]	
2020-02-21,liss翎英,1,完了就这赞这币下个月钉钉官方就6级了啊。。。[热词系列_“狼火”][大哭][大哭][大哭][热词系列_不愧是你][热词系列_爷关更]燕子救救可怜的我们吧[热词系列_我酸了][热词系列_我酸了]	
2020-02-21,wittyの宸翊,1,想康康这个唱歌的小姐姐[妙啊][妙啊][doge]	
2020-02-21,茉莉花的性别,1,第一次来b战，这就是鬼畜吗[doge]	
2020-02-21,神魔阴魂,1,发现了新的赚钱门路	
2020-02-21,小鞋匠QAQ,1,[热词系列_知识增加][热词系列_可以]好活当赏！	
2020-02-21,一只红狐狸呀,1,钉钉被逼疯了[tv_笑哭]	
2020-02-21,Ex-Calibur_,1,建议加大力度，最好学校上课铃声改成甩钉歌，很有仪式感。	
2020-02-21,骇客style,1,建议设置防沉迷系统。[妙啊]	
2020-02-21,FARPP,1,心跳骤停了[热词系列_锤]	
2020-02-21,_Neysa_,1,我来凑成你的两万播放[doge]	
2020-02-21,杜腐加的秘密,1,我现在满脑子都是：钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉顶腚钉钉	
2020-02-21,杜腐加的秘密,1,我为什么不认识“钉”这个字儿了?[无语][无语]	
2020-02-21,-小白的主人-,1,一刷一个评论真好玩[吃瓜]	
2020-02-21,爱元下,1,影流之主啥时候来	
2020-02-21,你牙没了,1,有意思[doge]	
2020-02-21,我老婆416,1,做个可爱的燕子不好吗？非得冒充蝙蝠[滑稽]	
2020-02-21,古古怪怪的卡V卡,1,嗯，可以，居然不要求我们不刷一星了(?′ω`?)，那就刷他丫的，偷偷换证下一个号打一星（还有5个号）	
2020-02-21,-某兽-,1,刚下钉钉，人在b站，来看钉钉[热词系列_知识增加]	
2020-02-21,一言为定丿,1,你这么会整活，你阿里爸爸知道吗？	
2020-02-21,-梓-喵_,1,我可没有蝙蝠着逆子[热词系列_知识增加]	
2020-02-21,杜腐加的秘密,1,钉钉它是真好用，五星分期莫忘记	
2020-02-21,不动灬游戏,1,温馨提示，上网课请不要分屏刷b站	
2020-02-21,女生之间的贴贴最棒了,1,"没看前:又来整活？
看了之后:钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉[doge]	"
2020-02-21,有时胖有时更胖的肥仔,1,我在想，我到底要不要给钉钉一星？我们用的不是钉钉，但都是直播软件，一四舍五入，还是钉钉，那我到底要不要给一星呢？[tv_疑问][tv_疑问][tv_疑问]	
2020-02-21,ZnS-,1,你是多喜欢整活啊[2233娘_吃惊]建议疫情结束以后出道vtb[2233娘_耶]	
2020-02-21,你是我要等的那个人吗,1,这么好听，那我就给你五星吧，呀，星不够，那就分期付款吧[doge][doge][doge]	
2020-02-21,-滑稽之人-,1,太好了，钉钉已经做鬼畜做上瘾了，看了摆脱钉钉网课指日可待了[滑稽]	
2020-02-21,叫我陈野梦,1,亲，你好！这边建议你五星好评分期付清哦[doge]	
2020-02-21,GEARless,1,？？？我寻思，要不不做钉钉了直接做鬼畜区up吧[热词系列_奥力给][热词系列_知识增加][热词系列_三连]高产高质	
2020-02-21,朦朦胧胧2333,1,来了来了	
2020-02-21,大幽若,1,太牛逼了 以后b站一哥就是你了	
2020-02-21,卡撕特罗,1,又疯一个抬走，知道了你是蝙蝠	
2020-02-21,尽力局总局长,1,看你这么努力，那我的五星就分期付款给你吧	
2020-02-21,子纥,1,"第一！
没看的给个预告~
歌词：
钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉	"
2020-02-21,单推鹿乃的辣辣军,1,钉着钉着，星就没了[热词系列_锤]	
2020-02-21,会飞的生煎包,1,逆子，住嘴	
2020-02-21,一个路过的鲁迅,1,上网课的时候我边上厕所然后老师调到了我的摄像头然后我上厕所背直播了	
2020-02-21,换6个名字,1,举了一个钉那我就分期五星，一次一星。[抠鼻]	
2020-02-21,浦榕榕榕君,1,做礼物系统 就三连[doge]	
2020-02-21,Blacccccat,1,热乎	
2020-02-21,百里琴忻,1,甩什么？[抠鼻][doge]	
2020-02-21,60912438950_bili,1,你们比雨课堂好多了。。。	
2020-02-21,北洋沙sa,1,钉钉真的棒，这么好的软件不多见了，没广告，直播清晰，功能强大，老师讲的知识点也听的非常清楚，希望大家不要再黑钉钉了，五星好评！！【加油喔】（五毛一条，括	
2020-02-21,三妖Misisj,1,"现状
上课用钉钉
下课来哔哩哔哩看钉钉[崩坏3_注入灵魂]	"
2020-02-21,柿酱子,1,傻燕子	
2020-02-21,小问号吃掉了小盆友,1,我觉得你不干正事，可是我也不知道你的正事是什么??	
2020-02-21,北大替补选手,1,上头了	
2020-02-21,sunflower的男孩,1,这声音，i了i了	
2020-02-21,幻辰まぼろし,1,".＃ [热词系列_知识增加]:?????????? [热词系列_知识增加]??????? [热词系列_知识增加]:
????? /??? l l?? \????????? /?? l l? \??????? /??? l l?? \
? /⌒　　⌒)::? /⌒　　⌒)::/⌒　　⌒)::
/へ_＿? / /:: /へ_＿? / /::/へ_＿? / /::
(＿＼＼? ?)/::(＿＼＼? ?)/::(＿＼＼? ?)/::
　 ｜ `-イ::???????? ｜ `-イ::???????? ｜ `-イ::
　 /ω　 )::???????? /ω　 )::???????? /ω　 )::
　/／? ／::???????? /／? ／::???????? /／? ／::
／　／::／??? ／　／::???????? ／　／::
(　く::??????????? (　く::?????????? (　く::
|＼ ヽ::???????????? |＼ ヽ::????????? |＼ ヽ::
[热词系列_知识增加]
(つ  と)
 ∪ω∪	"
2020-02-21,以后我们是同志了,1,乖乖，现在的二级号都那么恐怕吗？	
2020-02-21,落涟咯,1,钉钉进化钉格	
2020-02-21,你的栗子砸到我了,1,[tv_目瞪口呆][tv_目瞪口呆]趁官方还没有我等级高先欺负一下	
2020-02-21,雅儿才不会秃头,1,求音频，可以下载当铃声的那种[热词系列_三连]	
2020-02-21,思念丶Miss,1,在？五星分期一定了，不要问，因为我也要用你了[大哭]	
2020-02-21,30969977907_bili,1,趁热[热词系列_知识增加]	
2020-02-21,worldrode,1,向音乐区进攻[吃瓜][吃瓜]	
2020-02-21,炸鸡腿w,1,"五星一次付清？
下次一定[doge]	"
2020-02-21,清凇凇,1,可以，下个拟人的bgm音乐get[热词系列_知识增加]	
2020-02-21,眷恋之海,1,我建议你还是弄一个防沉迷（抑郁）的一个程序	
2020-02-21,萌系小强,1,所以这是个女生都女声，还是那个女装的女声？	
2020-02-21,邻苯甲酚,1,[无语][无语]有一个唱的比你好五星好评分期付清[奸笑]	
2020-02-21,SeedU特皮,1,继钉钉从办公软件发展成学习软件之后，又成功进军音（gui）乐（chu）届，我们称之为跨界钉王[doge]	
2020-02-21,共鸣Ramona,1,经典怀旧？	
2020-02-21,王胖儿他妈,1,太蠢了，我超级喜欢，阿里爸爸哪招聘的人才啊深得我心	
2020-02-21,259XD,1,大家都在用钉钉嘛？分期警告，进来看看有没有你们在用的网课软件吧[打call]av90156896	
2020-02-21,中华田园巨龙,1,疯狂营业	
2020-02-21,揉核桃的玉米君,1,这旋律像极了am8：00[囧]	
2020-02-21,诸葛临渊,1,诶哟！钉钉真是我用过最好的软件，五星好评给你了！（	
2020-02-21,这游戏是纯爱的吗,1,早就觉得你在一本正经的搞颜色了，这标题解释什么？拷走，我屌屌抓人不需要理由。[doge][doge]	
2020-02-21,DA-某人,1,还搁这装修呢？	
2020-02-21,真实君-,1,[热词系列_知识增加]奇怪的 钉钉乐器增加了！[热词系列_你细品]	
2020-02-21,阑瓜酱紫囧哦,1,我学会了燕语！[热词系列_知识增加]奇怪的钉语增加了	
2020-02-21,bili_58396661472,1,前29分钟，想不出热评[吃瓜][吃瓜][吃瓜]	
2020-02-21,啦啦啦玛德亚西,1,不得不说，钉钉里真是一帮的人才[doge]	
2020-02-21,脉动桑,1,我怀疑你是在水视频升级[妙啊]	
2020-02-21,noname璃茉,1,"◤              ◥
     [热词系列_知识增加]
 奇怪的知识
     增加了
◣              ◢	"
2020-02-21,咩吖君,1,阿里巴巴来看看你姑娘整的活[热词系列_你细品]	
2020-02-21,御-,1,[热词系列_知识增加]	
2020-02-21,背负着德莉傻的犹大,1,儿 童 鞋 钉 [热词系列_知识增加]	
2020-02-21,萝莉结缘神乃乃子,1,官方鬼畜最为致命[吃瓜]	
2020-02-21,HI-幽,1,我只知道他特别烫手。	
2020-02-21,派Patrick星,1,被办公软件耽误的鬼畜公司[蛆音娘_滑稽]	
2020-02-21,真实君-,1,初音一根葱拍没了你这钉钉[doge][热词系列_知识增加][热词系列_你细品][热词系列_奥力给]毁初音的歌，骑士团何在！！[热词系列_有内味了]	
2020-02-21,--顾昀--,1,漫长的一分钟	
2020-02-21,20953258023_bili,1,这么多个钉，得上多少节课呀？可怕[笑][笑]	
2020-02-21,非专业画师,1,我喜欢的钉钉是你！不是看老师！[doge]	
2020-02-21,风雨禅心,1,为什么b站没有评分功能	
2020-02-21,yiyi子,1,别钉了，刚打完1星	
2020-02-21,昵称是件困难的事,1,卵生动物迷惑行为大赏[微笑]	
2020-02-21,别人在无关场所,1,好早	
2020-02-21,藤宫澄夏,1,"阿里巴巴貌似是想成为做粉丝最多的机构号哦[滑稽]
小声BB：真就逆子了？	"
2020-02-21,依天雅梦,1,"上联：偷偷逃离钉钉B站闲逛
下联：闲逛B站还是来看钉钉
横批：死亡循环	"
2020-02-21,倾国殇,1,这都得从一只蝙蝠说起[吃瓜][吃瓜]	
2020-02-21,龙门阿消,1,龙门消防怀疑你ghs	
2020-02-21,劝人播音天打雷劈,1,好前！但是想不出骚话了	
2020-02-21,劝人播音天打雷劈,1,好前！但是想不出骚话了	
2020-02-21,哈登峰造极,1,说钉钉不好的恐怕没见过中国大学慕课和学习通卡的啥也干不了，哈哈哈	
2020-02-21,白不想选择,1,"?????????
????
??????
??
???? ??
??          [doge]
????
??????????
????????????
??
??

???	"
2020-02-21,艺林伐山,1,哈哈，钉钉要在当UP主的道路上一骑绝尘	
2020-02-21,打抳泥,1,20分钟就这么多。。。	
2020-02-21,魚骨蓋澆飯,1,"甩钉歌（x）
甩丁歌（√）	"
2020-02-21,基本操作有手就行,1,"你钉 我钉 大家钉
你一星 我一星 钉钉是个大**	"
2020-02-21,炒鸡蛋的番茄君,1,钉钉加油 你的公关很棒！！新闻传播人向你学习！！[OK]	
2020-02-21,出生开始单推狗妈,1,都30万黑......粉丝了，不来个泳装？[tv_doge][吃瓜]	
2020-02-21,中秋中分,1,太可爱了，真想打五星不过我不用钉钉，没法打五星[鸡腿][喜极而泣]	
2020-02-21,Moliary末忔,1,"看看这小燕（bian）子（fu）把自己累的都晕了
赶紧弄个防沉迷系统控制一下[doge]
不弄也挺好的 因为毕竟大家还是要学习的但是腾讯会议一定要弄个防沉迷 谢谢[doge]	"
2020-02-21,夜如柒,1,在？五星分期警告	
2020-02-21,刀间舞,1,你还没完没了了[呆][doge]	
2020-02-21,超級加倍_配戴王炸,1,不务正业，上班期间做视频，看B站（加大力度），信不信我反手五星分期啊[滑稽][滑稽][滑稽]	
2020-02-21,规范特训,1,为什么钉钉员工这么闲，建个两小时青少年模式不好吗[doge]	
2020-02-21,柒-雾色青铜,1,放心放心，我会给你打5星的。因为我用的不是丁丁，是之江汇[doge][doge]	
2020-02-21,小袁衰,1,双厨狂喜[热词系列_知识增加]	
2020-02-21,某某の接班人,1,建议改成：甩 钉 歌	
2020-02-21,陌影寂旅,1,总共钉了多少下[tv_思考]	
2020-02-21,氟铀碳钾-钇氧铀,1,不用原声，差评	
2020-02-21,珞珈之遥,1,我受不了了[热词系列_锤][热词系列_锤][热词系列_锤]	
2020-02-21,伱屏幕上有根毛,1,群蝠起舞，民不聊生[doge]	
2020-02-21,洋小薇,1,笑死我上不了网课这就是你的目的吗	
2020-02-21,老年人我穿秋裤,1,咋还钉急眼了呢[doge]	
2020-02-21,Trisnd,1,别做软件了，做up主发家吧[doge][doge]	
2020-02-21,豆稀宝宝,1,还热乎着！我来了！	
2020-02-21,我就是一个土豆精,1,别钉???，别钉???，球球你别钉???[跪了]	
2020-02-21,马克葱,1,我觉得吧，@%￥*#%#……**%&amp;￥@%￥*#&amp;…%#……**%&amp;￥@%￥*#&amp;…%#……**%&amp;￥@%￥*#&amp;…%#……**%&amp;￥&amp;￥%#……**@%￥*#&amp;…%#……**%&amp;￥%&amp;你们说是吧	
2020-02-21,梦某人M-mou,1,bilibilibilibilibi！（真切）[doge][doge][doge]	
2020-02-21,?一方通行?,1,又是这个蝙蝠……[妙啊]	
2020-02-21,卿暮aoao,1,鬼畜哈哈哈哈哈！钉钉可可爱爱，莫得脑袋！[热词系列_吹爆][热词系列_知识增加]	
2020-02-21,水袖黛颜,1,入   乡   随   俗	
2020-02-21,落璇AX,1,可怕啊……我觉得这歌超耳熟的………以前一定在哪听过………现在被钉钉一弄………听歌都无法好好听了吧…… ……	
2020-02-21,Maki酱-,1,鸟类迷惑行为[doge]	
2020-02-21,树下忆往昔,1,我寻思你上个求饶钉70万硬币还是二级号，莫非你假借求饶来升级？[doge][妙啊][妙啊][妙啊]	
2020-02-21,九芷TT,1,你这人怎么总是蹭钉钉的热度[doge]	
2020-02-21,白给降临到我身边,1,"给个五星好评。
我星星你个星星再给个一星。[滑稽][doge]	"
2020-02-21,迷之X王,1,我 鬼 畜 我 自 己	
2020-02-21,老鸽子汤-,1,被洗脑了[笑哭][笑哭][笑哭]	
2020-02-21,森尼的蜜糖儿,1,小姐姐  挺好听[热词系列_知识增加][热词系列_可以]	
2020-02-21,鉴赏玩家-,1,哺乳类迷惑行为[热词系列_知识增加]	
