评论时间,姓名,点赞数,评论内容
2020-02-17,半城繁华半城殇TEL,1,说的好，我选择一星	
2020-02-17,进击的闷闷酱,1,好说好说、只要你女装??、别说五星、三连甚至五连都木有问题！！！[阴险][阴险][阴险]	
2020-02-17,锦依微凉,1,打五星了。为什么钉钉视频没下载时可以倍速观看，下载后就不行了！！！	
2020-02-17,Alivithan,1,在？我们学校目前还没上网课，五星好评送你一个呀？[tv_点赞]	
2020-02-17,黑橡皮擦,1,钉钉的产品经理真是个鬼才，请把矛头指向产品经理[偷笑]程序员和运营都是无辜的	
2020-02-17,--KiRa--,1,这个真的好洗脑啊哈哈哈哈哈哈哈	
2020-02-17,灭霸没有下巴,1,可爱，想打[doge]	
2020-02-17,落花有幸,1,太惨了哈哈哈我这就去给五星	
2020-02-17,kis龍,1,5星分期付款[呲牙][滑稽][笑哭]	
2020-02-17,呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵,1,为什么不可以给学习通打分[热词系列_知识增加]	
2020-02-17,橘子大宝宝,1,"★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
（五星一次付清)[滑稽]	"
2020-02-17,霧妖夜,1,上热门了[抠鼻]	
2020-02-17,某科学的凉皮君,1,我给你五星吧，省的下架，分五次给你	
2020-02-17,一笑琅然丶M,1,五星永远不可能，点踩?举报，永不改 一星	
2020-02-17,Minecraft晨星,1,水军太多了，学生干不过了	
2020-02-17,中二老国王,1,上网课时我唯唯诺诺，软件商店我重拳出击	
2020-02-17,冠位阿蒂拉,1,分什么的无所谓，至少现在除了病毒你最火	
2020-02-17,是黄鱼不是咸鱼,1,直播间唯唯诺诺，APP商店重拳出击[doge][doge]	
2020-02-17,Bilibili丶Shit,1,宝贝5星该分期还是得分期但是在b站大家还是不会吝啬你三连的	
2020-02-17,泰拉子午,1,一个视频就达到了十万粉丝[囧][囧][热词系列_知识增加][热词系列_知识增加]小看你了钉钉	
2020-02-17,85774587403_bili,1,我们别欺负我们的儿子了	
2020-02-17,踏歌一笑,1,"我：可怜你是可怜你，但是分期五星是必要的
钉钉：我承认我有赌的成分	"
2020-02-17,可可泡芙__,1,我竟然被打动了怎么办	
2020-02-17,花子君爱你,1,考虑啥时候出个表情包我就多五星评论[吃瓜][滑稽][吃瓜][滑稽]	
2020-02-17,抿元TM,1,你妈妈你不管了？？？？	
2020-02-17,你的燚鎝,1,你把直播功能关了我就打五星，借口我都替你们想好了，服务器维护。[doge]	
2020-02-17,是由你来选择,1,头一个被欺负的官方[阴险]	
2020-02-17,天天玩火影-,1,为何你的评论区大师球这么多[热词系列_知识增加]	
2020-02-17,抿元TM,1,你妈妈呢？？？妈妈给你十??，分十次呢，妈妈爱你??	
2020-02-17,棠棠棠糖糖,1,不是，我琢磨着我也没女朋友哪里来的你这个不孝子???[doge][doge][妙啊]	
2020-02-17,刑场上打饱嗝,1,你一星，我一星，五个人一起评一星那不就五星了[doge]	
2020-02-17,the-haze,1,软件本身还是不错的，给一星的思想怕不是无脑跟风小学生	
2020-02-17,好了mei,1,硬币我投了，五星真的不行[打call]	
2020-02-17,我TM没ID,1,既然你都这样说了，那我肯定也不好意思5星分期吧，毕竟我是个带善人，那下次一定给你5星（[doge]）	
2020-02-17,无限语,1,哈哈(?ω?)hiahiahia	
2020-02-17,大雪只想辰吹,1,下次一定![害羞][害羞]	
2020-02-17,小小猫爱大大鼠,1,一星护钉行玏[吃瓜]	
2020-02-17,bili_78255786448,1,首页通知书[doge][doge][doge]	
2020-02-17,寡欢tl,1,从微博一路杀到小破站，为了五星也是蛮拼的。但这并不妨碍你还是被全网喷的事实[doge]	
2020-02-17,暗魔大人宇宙最强,1,太可怜了吧★★★★★	
2020-02-17,我御坂投币你敢接吗,1,"山不在高，有仙则名，水不在深，有龙则灵，钉钉本钉，唯汝德馨。谈笑有鸿儒，往来无白“钉”，可以上网课，开视频。有电音之悦耳，无美颜之劳形。南阳诸葛庐，阿里有钉钉。学生云：我给一星！

? ? ? ?哈哈哈，开玩笑，卑微钉钉在线求饶。五星一次付，爱学习我开心！
良心告诉我不能让app背锅。[doge]	"
2020-02-17,我想学bvn怎么加人物,1,五星好评	
2020-02-17,我是你赏爷,1,已五星	
2020-02-17,大大巷陌,1,其实多少是软件的问题多少是泄愤呢。。。。大家都知道	
2020-02-17,云穹雾茫,1,学会了，这就去打一星	
2020-02-17,第三千零一,1,想五星自刷?打假警告[doge]	
2020-02-17,第三千零一,1,想五星自刷?打假警告[doge]	
2020-02-17,帐中妖丶狸追,1,好好好这就改过来五星。（其实挺喜欢上网课的）[doge][doge]	
2020-02-17,海拉鲁丶老流氓,1,"此生无悔入钉钉，分期付款给五星。
分期付款给五星，钉钉却喊你父亲。	"
2020-02-17,风风树,1,很好奇的声音的主人啥样	
2020-02-17,好了mei,1,可怕了(?ó﹏ò?)	
2020-02-17,Water小蓝,1,让钉钉去自刷吧[口罩]	
2020-02-17,花柒公子,1,建议，开启青少年每天防沉迷一小时，强制关闭功能[热词系列_我太南了]	
2020-02-17,拾定星,1,这主要是我们也没那胆子去怼教育局啊[笑哭]	
2020-02-17,酱子mumu,1,好活  一个硬币  但是没有5星[妙啊]	
2020-02-17,北冥的fish,1,玩归玩闹归闹，分期五星不能少	
2020-02-17,正体は不明,1,一切的一切还要从一只可爱的小蝙蝠说起[吃瓜]	
2020-02-17,你好默言,1,绝对亿次付清。[doge]	
2020-02-17,传说的熊孩子,1,加防沉迷我就给五星，最好是半小时的那种[滑稽][滑稽]	
2020-02-17,Sirius的甜心,1,我是给的是6星，溢出来了一颗	
2020-02-17,叫我阿昏吧,1,我用了无限宝后想给钉钉5星(滑稽)	
2020-02-17,凝神之花,1,给你个5星，我是个女的(;?_?)	
2020-02-17,Latias啊未,1,b站弹幕最近憨批越来越多，这也能下次一定？还有在线占便宜的？？？结果还嘲笑别的软件低俗[吐]	
2020-02-17,专找bug打游戏,1,其实我是爱钉钉的，真的非常非常爱！因为我们学校不用钉钉[抠鼻]	
2020-02-17,锦夜以寒,1,扛不住就不要扛了，心疼下程序猿叔叔们好吗？咱定期停用维护下好吗？我们8天没放假了[无语][囧]	
2020-02-17,柒貊丶,1,原本想分期付款，一次一次打五次一星的，看你这么真诚，那就一次性打完五个一星吧	
2020-02-17,住城东的三体人,1,不，分期。	
2020-02-17,山有扶苏隰有荷,1,哈哈哈哈哈钉钉太可爱了，我放弃分期付款的念头，毕竟这么可爱的官方的软件要是下架了，还有其他恶毒软件代替，所以还是给五星吧兄弟们[热词系列_知识增加]	
2020-02-17,萧嫮xe,1,虽然我们学校不用钉钉[妙啊]已经下载给五星了[doge]	
2020-02-17,卡特琳娜的老公,1,五星没有，可以给你两个硬币！[doge][doge]	
2020-02-17,von_osmanoglu,1,这一切都要从那只蝙蝠说起。。。	
2020-02-17,另一端,1,我记得有一个狼人用修改器改成零星，就一颗星都不给他。[tv_doge][tv_doge]	
2020-02-17,青林就是我我就是青林,1,这不是充实好吧，如果这叫充实的话，充实这词的含义都要重新定义了，这明明是痛苦啊[笑哭]	
2020-02-17,不悔梦bu_huimeng,1,太惨了。。。奈何商城里面太多小学生救不回来[无语][无语][无语]	
2020-02-17,劝退-警告,1,下次一定	
2020-02-17,只要三勺枇杷膏,1,放心，我一定给你五星，毕竟我不在钉钉上网课	
2020-02-17,路人乙2123,1,行了，这次出来一个零星大佬	
2020-02-17,Ruins_SeaWolf,1,我是准备点赞的，可是我手抖点到右边了	
2020-02-17,三道九流啊啊啊啊啊,1,"既然钉钉不想五星分期付款,那我们就同时开五个小号，在应用商店里同时打一星,不就满足了钉钉官方的要求了嘛,心动不如行动，大家赶快行动起来吧！[热词系列_知识增加][热词系列_知识增加][热词系列_知识增加]	"
2020-02-17,Lemoaden,1,早上刚说没用网课不用钉钉，晚上老师就发来通知要用钉钉了，[笑哭][笑哭][笑哭]放心，我会给五星的[偷笑][热词系列_知识增加]	
2020-02-17,舰长女装上班,1,"钉钉软件，实属NB。
B站操作，真是神奇。
叫我BB，好听好听。
五星好评，必须分期。★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆	"
2020-02-17,王一凡23333,1,帮着老师搞??	
2020-02-17,爱吃酸菜的心碎,1,ViVo已经2颗星了你看我的花呗[奸笑][奸笑]	
2020-02-17,BLL向白,1,有点好听？？？	
2020-02-17,润泽苍生我为之,1,等你们工作了，资本家会用钉钉让你24小时待命的，这才叫做社会的毒打。	
2020-02-17,Tenz_,1,你钉起来真好听，像满清十大酷刑[微笑]	
2020-02-17,一只圆周,1,华为已经2星了加油[doge]	
2020-02-17,Ri_ui,1,我还在想又是哪个up主做了新视频，呀，是官方。。	
2020-02-17,鱼鱼鱼-雨雨雨,1,我居然有点上头	
2020-02-17,vk-超星永恒,1,"我的表情变化:没看之前:活该，这不是自找的?
                      看时:说的好像也是的
                      看完后:虽然你也不容易，我们也不容易，所以你害我们，我们=一星好评[微笑]	"
2020-02-17,月亮也光i,1,其实我连怎么打分都不知。。	
2020-02-17,应宇轩,1,我就想问你们为什么没有防沉迷呢？[妙啊]	
2020-02-17,竹外一枝萌萌哒,1,钉钉好惨啊，本来还没开始进军教育行业就被教育一线人员给嫌弃了，哈哈哈	
2020-02-17,捉到群主的稽智,1,给爷爬，逆子	
2020-02-17,初研世,1,就该用软件给你刷个零星的，等我上学的时候一定给你打五星	
2020-02-17,临海城OVO,1,腾讯课堂的人毫不犹豫地打五星	
2020-02-17,你book李玉,1,好不容易遇见个跟我一样的二级号[热词系列_锤]大家快去欺负她	
2020-02-17,沈心z,1,钉钉很好用，我不是托[妙啊]	
2020-02-17,做个人吧----------,1,"哈哈哈哈哈哈钉钉太可爱了。
今天边吃晚饭边看老师直播突然被提问可吓得快噎死我了（。）人间惊悚。	"
2020-02-17,打不死的思密达小强,1,三连给你，我tm老是忘记下班打卡	
2020-02-17,杜越天,1,这次是真的惹到小学生了。。。[滑稽]	
2020-02-17,红小豆的爸爸,1,谢谢，有被可爱到，五星一次性付清（不是钉钉用户说话就是硬气）	
2020-02-17,DCR495,1,你让GTA6，老滚6，2020发布我就答应你。	
2020-02-17,会动的小黑子,1,钉钉太惨了，五星一定分期给[doge]	
2020-02-17,空白Detertomt,1,"您要的5?[崩坏3_点赞]
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆	"
2020-02-17,小东5201314,1,没关系我一边打游戏一边挂机[调皮]	
2020-02-17,碳酸owo,1,我现在只后悔我高中没有好好学习[偷笑]	
2020-02-17,文吉_,1,单  曲  循  环[打call]	
2020-02-17,39315729299_bili,1,就从你后面怎样留作业教程来看[嫌弃]，一星已是多的了[无语]	
2020-02-17,一只九言,1,就算钉钉没了你们学校还是会找其他软件给你们上网课的啊，怎么不明白呢[笑哭]	
2020-02-17,死掉的正直者,1,"很奇怪，这是学校做的决定，关人家钉钉什么事[tv_doge]
（利益相关，已毕业，不用上课，谢邀）	"
2020-02-17,中云航空集团,1,下 次 一 钉	
2020-02-17,bili_48996153124,1,这个钉钉呀，它真的是那种，很特别的那种，让我分期999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999星这才舒服了	
2020-02-17,原态不变,1,改行吧，做音乐博主，都是混口饭吃[doge]	
2020-02-17,池_哉,1,丝毫不慌反手五星就喜欢看学生党难受[妙啊]	
2020-02-17,妖孽白_Yooa,1,想要五星好评?叫淘宝给我清空购物车[doge][doge][doge]	
2020-02-17,crayYong,1,把钉钉姐交出来的话可以考虑	
2020-02-17,墨染衣袖,1,谢谢你提醒我打一星	
2020-02-17,叮咚捶叮当,1,十万粉了，按照惯例，该女装了[吃瓜]	
2020-02-17,寻安XUN,1,小米应用商店3.1分了，看来大家从分五期转为了分两期[doge]	
2020-02-17,殴妮蒋,1,下了，没评价，可以吗[tv_白眼][doge]	
2020-02-17,折木福音,1,下次，也不一定	
2020-02-17,被月亮盯上了呢,1,快来调戏钉钉！	
2020-02-17,阿布布bu,1,只有我天天刷五星吗 我已经刷了五天五星好评了哈哈	
2020-02-17,灰酱守护者,1,你以为我们想给一星啊？（要不是没零星）	
2020-02-17,宵宫-炼霄元君,1,钉钉是不错的，考虑去你们总部一趟，咳咳。	
2020-02-17,_妈妈我想养猫_,1,害我知道我来的很晚了 所以我决定一个赞一分钟作业 反正这么晚了[doge]	
2020-02-17,本笨笨笨笨笨笨笨笨,1,其实，孩子们，你们真应该对钉钉好点，至少它不会崩，大学组人真的不好过啊，上啥啥崩	
2020-02-17,打野只服厂长,1,此生无悔入钉钉，五星好评分期送	
2020-02-17,笑靥已通关,1,B站好人多，从B站来的人今天大多给了五星好评，看来哔哩哔哩不容小觑。	
2020-02-17,法外狂徒张三爷,1,不用还花呗就给五星[滑稽][滑稽][滑稽]	
2020-02-17,您巨,1,我决定做一次付（fu清（qin了！我与同学AA制[doge]	
2020-02-17,魂影幻,1,有人用修改器给你们打了零星	
2020-02-17,开清z,1,纯路人，有一说一，这个视频挺可爱的[惊喜]	
2020-02-17,Mr_弗洛丁,1,真的搞不懂那些小学生。以后不上大学了吗，上家里蹲大学吗？	
2020-02-17,泪不干,1,一个上班狗的自白：说实话很感谢钉钉，正是因为钉钉才能在这个特殊的时期让我这个上班狗可以安安心心的在家办公不受影响  要不然去公司我都不知道又多危险	
2020-02-17,18788522029A,1,emmmm半小时前还有点同情要不要给个五星，结果刚才点进班群我们也要用钉钉了？？？	
2020-02-17,Dr_刀客塔,1,血书求钉钉封我号，拜托了！	
2020-02-17,鲁小直,1,大家都是我 爸 爸 ！[doge][doge][doge]	
2020-02-17,素食植物,1,开学就打	
2020-02-17,依旧是凉白开i,1,要不你出个防沉迷我给你个五星怎么样，你不亏我不亏，还有助于健康	
2020-02-17,幻想1987,1,叫爸爸不耽误分期五星[tv_白眼]	
2020-02-17,是仪琳小师妹啊,1,竟然有点上头哈哈哈哈	
2020-02-17,37647830727_bili,1,但现在1.3分的评价，我评个五星也拯救不了啊，不如我就随大众了[滑稽]	
2020-02-17,汐月尘影,1,说实话  我上头了。。  还上个什么钉钉  听钉钉 [doge][doge][doge][doge]	
2020-02-17,Metro4ever,1,水军真多，反正你家首富boss不差钱	
2020-02-17,Lotcd,1,太惨了，下次一定[doge]	
2020-02-17,Genky_,1,这高音就像某唱见wwww	
2020-02-17,用户名或用户笔名过长不允许注册的,1,"老师：“你们记不住么？上次我明明是写在这个位置！”
老师：“你们记不住么？在昨天回放里地15分28秒明明讲过”[doge]	"
2020-02-17,大腿鹰,1,咋让我想到了某学网？你们鸟类都这么热爱学习的么[妙啊]	
2020-02-17,箫歌碾落江山画,1,DD斩首[阴险]	
2020-02-17,九三周毅,1,不孝子!我要因你弄糟我假期好好教训你!Excalibur!	
2020-02-17,龙族-上杉绘梨衣,1,建议钉钉添加未成年防沉迷系统~[doge][doge]	
2020-02-17,黑猫白真白,1,什么时候开学就什么时候给五星[抱拳]	
2020-02-17,幻墨云烟,1,不好使	
2020-02-17,我御坂投币你敢接吗,1,谈笑有鸿儒，往来无白“钉”	
2020-02-17,智障平板电脑,1,你请水军把评分回调是几个意思→_→	
2020-02-17,绛芈,1,五星了，没什么不好的，除了被用来上课什么都好，儿那么可爱的燕子是吧[热词系列_可以]	
2020-02-17,水滴依灵心,1,[热词系列_知识盲区][热词系列_知识增加]	
2020-02-17,柏鹿未溪,1,建议用QQ上课的同学也分期五星，至少能得一个求饶鬼畜[阴险]	
2020-02-17,C_Zayn,1,先给一星，开启分期付款模式	
2020-02-17,浮生下,1,那你设个防沉迷系统好咯	
2020-02-17,忘你有罪,1,说实在的，鬼畜一下给人乐呵，能让人减少恶意，同时也开始要奠定了一个新的王者的诞生，错不在它，在于疫情，也说明了我们国家在这些网络教育上面的一些不足，大家都仍需努力，成王败寇，伟大复兴，每个人使命，其实一直都在！！！	
2020-02-17,神白柒子,1,官方鬼畜填词，很懂规矩嘛[doge][doge][doge]	
2020-02-17,里对力量亚谋所叽,1,n刷，上头了[doge]	
2020-02-17,炙焱丶,1,分期5次妥妥的！	
2020-02-17,炙焱丶,1,分期5次妥妥的！	
2020-02-17,用智商换的颜值,1,太棒了，举报该用户吧[老鼠]	
2020-02-17,五鹦斯,1,我要笑死了哈哈哈哈哈哈哈	
2020-02-17,论外丶,1,十万粉丝了，麻烦走流程[热词系列_知识增加]	
2020-02-17,我skr天才啊,1,无所谓，我就希望大家别上课，自己偷偷复习，回去考试爽死。	
2020-02-17,I锦桑I,1,嘿嘿、下次一星[蛆音娘_滑稽][蛆音娘_滑稽]	
2020-02-17,诚妹来拿蓝,1,我在华为应用商场去看了一下，里面有部分打五星的小伙伴下面的评论，简直恶臭，我以为一星好评分期付款啥的，玩玩梗就好了，还真有不少人因为别人打五星骂人的，我被恶心到了，五星已补，三月我们也要开始网课了。	
2020-02-17,独爱米粥OvO,1,不彳亍[doge]	
2020-02-17,增肌不如瘫着,1,五星了??☆☆☆☆	
2020-02-17,人类本质就是复读机,1,ke tui	
2020-02-17,火影小迪鸭,1,分期付款一天一星好不好[喜极而泣][喜极而泣][喜极而泣]	
2020-02-17,汐风君,1,视频里的评论区是小米的应用商店[喜极而泣]一模一样 笑死我了	
2020-02-17,YungDevito,1,还挺好听	
2020-02-17,何以几禾,1,摸摸你的秃头，给你打个五星不分期[吃瓜]	
2020-02-17,流氓哨丶,1,出现了一大堆团团[打call]	
2020-02-17,千寻断残风,1,哇，第一次见这么惨的官方！！好想可怜可怜他呀[笑哭][笑哭]	
2020-02-17,当李白不再作诗,1,你还敢开号？？[阴险]	
2020-02-17,千寻断残风,1,其实吧！我也不想给你一星的，但是耐不住你的表现实在是太漂亮了，我就忍不住……哦不说了老师叫我去上课了	
2020-02-17,知名作家达信刘,1,"“临春更近有青枝，窗外却无燕鸟鸣。”上网课对于我们这些学生来说是折磨，更是比死亡通知书还要磨砺人的精神，打个比方说，通知书是即死性对学渣宝具，网课就是慢性灭魂对学生宝具。网课说实话效率很低，明人不说暗话，我很想在网课上看的“赏心悦目”的老师，而不是“枯燥乏味”的古董。但没办法，生活还是要过，钉钉还是要用，我恨网课，它让我像冲刺一样早起晚睡，还有魔性的提醒，老师：“网课期间，请家长催促学生完成作业，停课不停学......”精神状态接近萎靡。但还是要做，我不恨应用，我也不会打差评。
        不知道是什么时候，看到一则新闻关于“央视影音app”的说：“央视影音app，被差评，大多数都是学生打的一星差评，说‘要不是要看开学第一课，我才不下呢，垃圾应用又占内存。’”看到这样的一星跟风评，真不知道，应用为什么要符合你的胃口，难道是要成天看偶像直播吗？显示不可能。应用不是一定符合你的胃口的。
     扯一些别的， 郭德纲老师也说过这样一句话：“要是网络上每个人的账号都是实名认证而且有你家的地址和家人电话什么的，这个网络世界就太平了，因为没人会乱发。”这句话很有道理，但在现实是不可能的。因为他们不用负责。因为精神已经麻木。
      李文亮医生呢？在一线，病毒的传染，他发出了疫情警告，但确被人训诫。后来牺牲了，这件事值得深思吗？我想是的。去不了外面，学生的任务只有学习，因为为了下一个美好的自己，学生此刻打盹，未来只有黑暗，我资质平平学习并不算好的，但我也只能坚持上网课，不，是慢性魂灭宝具。我也想骂，可惜，骂不得。因为我不可能傻到对着空气骂？还是省省吧，骂空气还是一种浪费生命的行为。
       我恨这样形式的网课，这一点不会变，比正常去学校还累。但至今为止，我对我下过应用的评价从没的像跟风一样评价过。很快疫情结束，春暖花开，很多人会卸载它，也许还会，一星评价说些骂它的话，但真的没意思。因为不值得。当然也辛苦这个up主了，给自己洗一下。
     钉钉小米应用商店，5.18亿次下载，也许这是寒假一个最值得回忆的事情了吧。加油，江西，加油各省，加油武汉，加油中国。[加油武汉][加油武汉]疫情退散，早日解脱，愿来生没有网课。
        也希望不要盲目跟风，我也不怕有人喷我，算了不说了，打了这么久的字，辛苦了我的手。[tv_困]	"
2020-02-17,星夜灬夜,1,炸出了这么多官方	
2020-02-17,米兰的夏天_,1,哈哈，好可爱	
2020-02-17,恰米菌,1,你钉起来真好听，像_________。[吃瓜]	
2020-02-17,网友丿,1,我们是学习通，多舒服	
2020-02-17,曼妙的果子ヾ,1,我之前还嘲笑身边的人要用  真是天道好轮回啊！[无语][无语]	
2020-02-17,一击♂,1,理解理解，这就去揍学习通[微笑]	
2020-02-17,能雕的朽木,1,放心我现在没评分，等我不在钉钉上网课了，就给五星[吃瓜] 钉钉你撑住	
2020-02-17,娟娟放弃治疗,1,看在你叫我爸爸的份上，就勉强给你个五星吧，毕竟老夫也不是魔鬼	
2020-02-17,勿忘初訫,1,你们工作以后还会用到的，现在只是让你们提前适应[偷笑]	
2020-02-17,烟雨-故里,1,放心我去给你刷5星?，反正我用的是腾讯课堂[doge][滑稽]	
2020-02-17,滴滴哒哒哒滴,1,你钉起来真好听——像是午夜凶铃[灵魂出窍][阴险][阴险]	
2020-02-17,w吉羽,1,拒绝拒绝！你叫我爸爸有什么用，我一只倒霉的单身狗怎么就喜当爹了[doge]最重要的是，你叫我那啥，我在你这钉钉上要叫爸爸的人多了去了！本来我没在哪个软件上打星，现在不打都不行了！只要你给我找个女朋友，我可以放放水，就给你打个两星[害羞]	
2020-02-17,神秘药水,1,钉钉有个bug，分屏加连点器给老师点赞的话可以分屏看b站也会记上时长，钉钉改改bug	
2020-02-17,转基因豆腐块,1,还有点好听[热词系列_知识增加]	
2020-02-17,JCrainbow,1,放心，我不会卸载的，我不能做没有钉钉的男人[热词系列_知识增加]	
2020-02-17,漂亮姐姐都是我老婆,1,我现在更恶心雨课堂	
2020-02-17,北方没有白桦林,1,叫少侠是因为大家都是键盘侠嘛？[小电视_思索]	
2020-02-17,沧海今天想屠龙,1,这个不白嫖（说起来我还没评分你不给我三连我就分期给你好评[doge]）	
2020-02-17,不该怪,1,让我们大声喊出，下次一定	
2020-02-17,晓美焰の时停-,1,我动态有个给零星的xsl	
2020-02-17,狐狸的猫粮,1,还有  这蝙蝠画的可以[妙啊][妙啊][妙啊]	
2020-02-17,_秋水揽星河,1,钉钉  出乎意料  还挺有才	
2020-02-17,星雪梦月樱,1,"我们学校不用钉钉，但作业一点也没少[笑哭]
老规矩，一个赞一道题，直到做完我拥有的题为止
我猜没人注意到我[妙啊]	"
2020-02-17,狐狸的猫粮,1,这种唱歌视频发一次加一颗星[奸笑][奸笑]上次那颗星就到预付这次的了[doge][doge]	
2020-02-17,有点up的亚子,1,滚，我没这逆子[妙啊]	
2020-02-17,钉钉时代运动猿,1,@凡凡	
2020-02-17,炼狱死神OL,1,十万粉了是不是[doge]	
2020-02-17,依西与安,1,笑死了	
2020-02-17,凡尘星宿,1,我知道了，这个视频的评论区是企业学校官方号聚集地，而且好多等级比我低[doge]	
2020-02-17,卡卡卡抽什么风,1,真的惨[喜极而泣]	
2020-02-17,雪之言霜,1,阿里人才多啊	
2020-02-17,茶染candy,1,[热词系列_知识增加]哇哦，那分两次	
2020-02-17,是利奥利,1,[热词系列_知识增加]	
2020-02-17,林洵i,1,"钉钉这只小黑鸟是啥品种的鸟啊，嘴还是蓝的【喂你重点在哪啊[呆]】
其实钉钉还好啦，今天某某通崩了但是钉钉没怎么卡（[大笑]）	"
2020-02-17,Tomnic,1,认识个ali的前员工: APP长得像它的开发者，而钉钉部门的老大，就是个畜生。	
2020-02-17,爱生姜的半夏,1,行	
2020-02-17,城似光年,1,这个视频太可爱了，钉钉黑转粉[喜极而泣]	
2020-02-17,欧布布布布布,1,我换5个号给你一星，一次付清的[热词系列_奥力给]	
2020-02-17,冰彻Alex,1,以前我们学校排课一天学几科，作业量还算适中，自从遇见你，全科联播，一天学全部科，还得写作业[大哭]	
2020-02-17,ASLEEP_入梦,1,赶紧自刷，我现在就去打，一星好评??，好让你们也有一个充实的假期[滑稽]	
2020-02-17,猫的薛定谔___,1,@智学网看看别人？	
2020-02-17,李老幺怪,1,好可怜，打五星吧，哎～爷用的是学习通	
2020-02-17,小嘴抹蜜的唔姆君,1,好了，实锤了，各位都是公号私用[热词系列_知识增加][热词系列_可以]	
2020-02-17,我会早睡早起的,1,下次一钉[吃瓜]	
2020-02-17,猛男嘎子哥,1,有点好听[tv_点赞]	
2020-02-17,大爱老婆蕾姆,1,说的好，你们这些家伙得饶处人且饶人，所以再来个分期5星[呲牙][滑稽][滑稽]	
2020-02-17,阳玖今天也在学习,1,还以为又是哪个UP主的恶搞，没想到和官方撞个正着[doge][doge][doge]	
2020-02-17,吓刺怡订,1,我也是个孩子你也没饶过我啊	
2020-02-17,夙愿丶萱雪,1,你们没有防沉迷，这么多被强迫学这么久看的眼睛都疼的打1星迁怒挺多的，你上个防沉迷2小时能让一部分人给你5星好评，但酱紫学校布置的作业肯定会更多	
2020-02-17,蛤蛤蛤蛤青龙,1,钉钉是我用过最好的app（五毛一条）	
2020-02-17,某少生,1,我，我真的不是故意给钉钉一星的，只是我找不到零星[笑哭][笑哭]	
2020-02-17,光耀朝曦,1,That&#39;s interesting.	
2020-02-17,忧伤的鸡蛋黄,1,举报了举报了[妙啊][doge][doge][doge]	
2020-02-17,骑乌龟的言西早,1,哈哈哈哈哈哈害有点可爱	
2020-02-17,Nini叶青竹,1,哈哈哈哈哈笑死我了，钉钉怎么可爱嘛?课后网允许我爬墙一分钟，我想把钉钉抱回家[doge]	
2020-02-17,风味骷髅汤,1,"网课老师面前我唯唯诺诺
应用商店评分我重拳出击	"
2020-02-17,小纸伞丶遮雨也遮月光,1,别说了，马上给你无星好评，一次付清。[doge]	
2020-02-17,觉宝别鲨了,1,我感觉这个软件不应该别这么恶意评分啊...就算是开玩笑也有些过了	
2020-02-17,闪电王小喵,1,你把老师和老板暂时封了直播间评分不就能奶一口？	
2020-02-17,许乂刈,1,这几天熬过去了给你刷五星[抱拳]就是可能你等不到我了[灵魂出窍]	
2020-02-17,rxxo,1,现在有中小学生在线云平台了，88	
2020-02-17,活动娘的非洲穷亲戚,1,来了好多大球，看来这钉钉背后的势力不小啊！[妙啊][妙啊]	
2020-02-17,白虎阿坤,1,钉钉有那么多未成年人使用我建议加一个两小时的防沉迷系统	
2020-02-17,一袖南烟顾离欢,1,为什么钉钉可以看在线时长？??	
2020-02-17,伏地打空气,1,评论区各各都是人才，说话又好听[洛天依_哈哈哈][洛天依_哈哈哈][洛天依_哈哈哈]	
2020-02-17,米坂葉树,1,你说我每天上14个小时课，早上五点半到晚上十点，再看番到一两点。每天这样循环了半个多月了，我不会哪天猝死吧[热词系列_知识增加]	
2020-02-17,却茯苓,1,好可爱！！！	
2020-02-17,哒哒哒吨,1,软件本身是很好的。但有时老师直播讲课都快成DJ了，自带电音	
2020-02-17,确定重新做人,1,就是你这家伙，让好多up主都不能及时更视频。[生气]	
2020-02-17,我x莫得感情,1,但是，我拒绝	
2020-02-17,李板栗chestnut,1,二级的十万粉丝	
2020-02-17,好喂好喂电灯泡,1,评论区一群看热闹的[抠鼻]	
2020-02-17,折纸千鹤馨烛阴,1,五星了，没分期	
2020-02-17,内圈错乱,1,建议支持老师Vtuber出道[doge]	
2020-02-17,日光超载,1,哈哈哈哈哈哈哈哈如果我不是大学生我就给你五星了哈哈哈哈哈哈哈，好可爱啊	
2020-02-17,祝青清卿,1,姐姐好可爱，好想看姐姐哭(｀?ω?′)	
2020-02-17,邪巳,1,第一次看这个视频:行吧，行吧，原谅你了，看你们也不容易。第二天:垃圾钉钉cnm	
2020-02-17,沉氿,1,我一天看了5次你敢信	
2020-02-17,T°三郎,1,血洗B站，见证历史	
2020-02-17,啊尘君,1,虽然没用过钉钉 但是要5X好评了	
2020-02-17,不能喝酒,1,我记得app引导用户刷五星是要被警告的[doge]	
2020-02-17,知贱犯贱_雷区蹦迪,1,其实你们把老师号封了，别说五星，让我们氪一个亿都行[tv_坏笑]	
